year,country,value,indicator
2019,加拿大,180.0,国际AI投资
2020,加拿大,230.0,国际AI投资
2021,加拿大,320.0,国际AI投资
2022,加拿大,390.0,国际AI投资
2023,加拿大,450.0,国际AI投资
2024,加拿大,560.0,国际AI投资
2025,加拿大,690.0,国际AI投资
2026,加拿大,866.5319238091615,国际AI投资
2027,加拿大,1072.0423098750434,国际AI投资
2028,加拿大,1326.2924106825212,国际AI投资
2029,加拿大,1640.8415436878486,国际AI投资
2030,加拿大,2029.9904830989863,国际AI投资
2031,加拿大,2511.4316353854974,国际AI投资
2032,加拿大,3107.0534131698914,国际AI投资
2033,加拿大,3843.935377842299,国际AI投资
2034,加拿大,4755.579394418233,国际AI投资
2035,加拿大,5883.432772303793,国际AI投资
2016,印度,70.0,国际AI投资
2017,印度,110.0,国际AI投资
2018,印度,160.0,国际AI投资
2019,印度,220.0,国际AI投资
2020,印度,300.0,国际AI投资
2021,印度,420.0,国际AI投资
2022,印度,520.0,国际AI投资
2023,印度,620.0,国际AI投资
2024,印度,720.0,国际AI投资
2025,印度,850.0,国际AI投资
2026,印度,1152.9493442784942,国际AI投资
2027,印度,1427.8516797760149,国际AI投资
2028,印度,1768.3000814880015,国际AI投资
2029,印度,2189.9229608224887,国际AI投资
2030,印度,2712.075073989683,国际AI投资
2031,印度,3358.726009335802,国际AI投资
2032,印度,4159.560520274794,国际AI投资
2033,印度,5151.341215013301,国际AI投资
2034,印度,6379.596157851214,国际AI投资
2035,印度,7900.708852027565,国际AI投资
2016,德国,95.0,国际AI投资
2017,德国,130.0,国际AI投资
2018,德国,180.0,国际AI投资
2019,德国,210.0,国际AI投资
2020,德国,260.0,国际AI投资
2021,德国,340.0,国际AI投资
2022,德国,410.0,国际AI投资
2023,德国,470.0,国际AI投资
2024,德国,560.0,国际AI投资
2025,德国,680.0,国际AI投资
2026,德国,832.9878182001185,国际AI投资
2027,德国,1006.8548052011647,国际AI投资
2028,德国,1217.0125139970878,国际AI投资
2029,德国,1471.0357954040728,国际AI投资
2030,德国,1778.0805755669244,国际AI投资
2031,德国,2149.2138689527837,国际AI投资
2032,德国,2597.8126739426298,国际AI投资
2033,德国,3140.0461286736845,国际AI投资
2034,德国,3795.4583057886593,国际AI投资
2035,德国,4587.672652141828,国际AI投资
2016,日本,110.0,国际AI投资
2017,日本,150.0,国际AI投资
2018,日本,210.0,国际AI投资
2019,日本,260.0,国际AI投资
2020,日本,310.0,国际AI投资
2021,日本,420.0,国际AI投资
2022,日本,500.0,国际AI投资
2023,日本,560.0,国际AI投资
2024,日本,650.0,国际AI投资
2025,日本,780.0,国际AI投资
2026,日本,962.9126648991833,国际AI投资
2027,日本,1154.0430192044023,国际AI投资
2028,日本,1383.1111986816104,国际AI投资
2029,日本,1657.647553933738,国际AI投资
2030,日本,1986.6771490836873,国际AI投资
2031,日本,2381.016450285215,国际AI投资
2032,日本,2853.62890449696,国际AI投资
2033,日本,3420.0510977591366,国际AI投资
2034,日本,4098.903502431884,国际AI投资
2035,日本,4912.502603618017,国际AI投资
2016,法国,90.0,国际AI投资
2017,法国,120.0,国际AI投资
2018,法国,160.0,国际AI投资
2019,法国,200.0,国际AI投资
2020,法国,250.0,国际AI投资
2021,法国,350.0,国际AI投资
2022,法国,430.0,国际AI投资
2023,法国,500.0,国际AI投资
2024,法国,620.0,国际AI投资
2025,法国,750.0,国际AI投资
2026,法国,957.651474572589,国际AI投资
2027,法国,1185.3399349921765,国际AI投资
2028,法国,1467.162948936445,国际AI投资
2029,法国,1815.991392162201,国际AI投资
2030,法国,2247.7562828299415,国际AI投资
2031,法国,2782.17635216093,国际AI投资
2032,法国,3443.658600201148,国际AI投资
2033,法国,4262.412965133775,国际AI投资
2034,法国,5275.832013161598,国际AI投资
2035,法国,6530.198659487982,国际AI投资
2016,美国,1045.203,国际AI投资
2017,美国,1973.519,国际AI投资
2018,美国,3904.755,国际AI投资
2019,美国,1966.652,国际AI投资
2020,美国,2481.838,国际AI投资
2021,美国,5473.457,国际AI投资
2022,美国,4503.865,国际AI投资
2023,美国,5171.173,国际AI投资
2024,美国,8664.232,国际AI投资
2025,美国,27214.42,国际AI投资
2026,美国,16216.354466666933,国际AI投资
2027,美国,18030.2532060612,国际AI投资
2028,美国,19844.151945455465,国际AI投资
2029,美国,21658.05068484973,国际AI投资
2030,美国,23471.949424243998,国际AI投资
2031,美国,25285.848163638264,国际AI投资
2032,美国,27099.74690303253,国际AI投资
2033,美国,28913.645642426796,国际AI投资
2034,美国,30727.544381821062,国际AI投资
2035,美国,32541.44312121533,国际AI投资
2016,英国,120.0,国际AI投资
2017,英国,160.0,国际AI投资
2018,英国,220.0,国际AI投资
2019,英国,260.0,国际AI投资
2020,英国,320.0,国际AI投资
2021,英国,420.0,国际AI投资
2022,英国,500.0,国际AI投资
2023,英国,560.0,国际AI投资
2024,英国,650.0,国际AI投资
2025,英国,780.0,国际AI投资
2026,英国,952.680594691732,国际AI投资
2027,英国,1137.4601655379347,国际AI投资
2028,英国,1358.0791247293528,国际AI投资
2029,英国,1621.4887913489083,国际AI投资
2030,英国,1935.9887451286195,国际AI投资
2031,英国,2311.488331748944,国际AI投资
2032,英国,2759.818889058941,国际AI投资
2033,英国,3295.1065319216177,国际AI投资
2034,英国,3934.2172414853158,国际AI投资
2035,英国,4697.288282868922,国际AI投资
2016,阿联酋,60.0,国际AI投资
2017,阿联酋,45.0,国际AI投资
2018,阿联酋,70.0,国际AI投资
2019,阿联酋,90.0,国际AI投资
2020,阿联酋,140.0,国际AI投资
2021,阿联酋,220.0,国际AI投资
2022,阿联酋,260.0,国际AI投资
2023,阿联酋,300.0,国际AI投资
2024,阿联酋,350.0,国际AI投资
2025,阿联酋,420.0,国际AI投资
2026,阿联酋,432.66666666668607,国际AI投资
2027,阿联酋,475.78787878791627,国际AI投资
2028,阿联酋,518.9090909091319,国际AI投资
2029,阿联酋,562.0303030303476,国际AI投资
2030,阿联酋,605.1515151515778,国际AI投资
2031,阿联酋,648.2727272727934,国际AI投资
2032,阿联酋,691.3939393940091,国际AI投资
2033,阿联酋,734.5151515152393,国际AI投资
2034,阿联酋,777.6363636364549,国际AI投资
2035,阿联酋,820.7575757576706,国际AI投资
2016,韩国,80.0,国际AI投资
2017,韩国,110.0,国际AI投资
2018,韩国,150.0,国际AI投资
2019,韩国,190.0,国际AI投资
2020,韩国,240.0,国际AI投资
2021,韩国,330.0,国际AI投资
2022,韩国,390.0,国际AI投资
2023,韩国,450.0,国际AI投资
2024,韩国,540.0,国际AI投资
2025,韩国,660.0,国际AI投资
2026,韩国,829.4682939099421,国际AI投资
2027,韩国,1013.9673125773875,国际AI投资
2028,韩国,1239.504533837001,国际AI投资
2029,韩国,1515.208104191448,国际AI投资
2030,韩国,1852.2365480184208,国际AI投资
2031,韩国,2264.2303854664005,国际AI投资
2032,韩国,2767.864203929059,国际AI投资
2033,韩国,3383.521527034787,国际AI投资
2034,韩国,4136.119795059589,国际AI投资
2035,韩国,5056.118846117166,国际AI投资
2016,中国,2.0,大模型数量
2017,中国,5.0,大模型数量
2018,中国,10.0,大模型数量
2019,中国,20.0,大模型数量
2020,中国,50.0,大模型数量
2021,中国,100.0,大模型数量
2022,中国,200.0,大模型数量
2023,中国,500.0,大模型数量
2024,中国,112.0,大模型数量
2025,中国,1509.0,大模型数量
2026,中国,829.2000000000116,大模型数量
2027,中国,934.363636363647,大模型数量
2028,中国,1039.5272727273114,大模型数量
2029,中国,1144.6909090909758,大模型数量
2030,中国,1249.8545454546402,大模型数量
2031,中国,1355.0181818183046,大模型数量
2032,中国,1460.18181818194,大模型数量
2033,中国,1565.3454545456043,大模型数量
2034,中国,1670.5090909092687,大模型数量
2035,中国,1775.6727272729331,大模型数量
2016,加拿大,1.0,大模型数量
2017,加拿大,2.0,大模型数量
2018,加拿大,2.0,大模型数量
2019,加拿大,3.0,大模型数量
2020,加拿大,4.0,大模型数量
2021,加拿大,5.0,大模型数量
2022,加拿大,6.0,大模型数量
2023,加拿大,7.0,大模型数量
2024,加拿大,7.0,大模型数量
2025,加拿大,10.0,大模型数量
2026,加拿大,11.812197835156795,大模型数量
2027,加拿大,14.251290856491906,大模型数量
2028,加拿大,17.194030603842563,大模型数量
2029,加拿大,20.744414760941126,大模型数量
2030,加拿大,25.0279154253559,大模型数量
2031,加拿大,30.195913346188263,大模型数量
2032,加拿大,36.431047784617505,大模型数量
2033,加拿大,43.953671063658334,大模型数量
2034,加拿大,53.02963591368362,大模型数量
2035,加拿大,63.979690821842894,大模型数量
2016,印度,0.0,大模型数量
2017,印度,1.0,大模型数量
2018,印度,1.0,大模型数量
2019,印度,2.0,大模型数量
2020,印度,3.0,大模型数量
2021,印度,5.0,大模型数量
2022,印度,7.0,大模型数量
2023,印度,10.0,大模型数量
2024,印度,12.0,大模型数量
2025,印度,15.0,大模型数量
2026,印度,14.73333333333403,大模型数量
2027,印度,16.3939393939404,大模型数量
2028,印度,18.05454545454677,大模型数量
2029,印度,19.71515151515314,大模型数量
2030,印度,21.375757575759508,大模型数量
2031,印度,23.036363636365877,大模型数量
2032,印度,24.696969696972246,大模型数量
2033,印度,26.357575757578616,大模型数量
2034,印度,28.018181818184985,大模型数量
2035,印度,29.678787878791354,大模型数量
2016,德国,1.0,大模型数量
2017,德国,1.0,大模型数量
2018,德国,2.0,大模型数量
2019,德国,3.0,大模型数量
2020,德国,4.0,大模型数量
2021,德国,5.0,大模型数量
2022,德国,7.0,大模型数量
2023,德国,10.0,大模型数量
2024,德国,12.0,大模型数量
2025,德国,15.0,大模型数量
2026,德国,21.841171352583714,大模型数量
2027,德国,28.68169520045788,大模型数量
2028,德国,37.66463008288491,大模型数量
2029,德国,49.46096628409575,大模型数量
2030,德国,64.95184422023874,大模型数量
2031,德国,85.29437220005752,大模型数量
2032,德国,112.0080579133894,大模型数量
2033,德国,147.08830974337985,大模型数量
2034,德国,193.1554860088171,大模型数量
2035,德国,253.65062553505572,大模型数量
2016,日本,1.0,大模型数量
2017,日本,1.0,大模型数量
2018,日本,2.0,大模型数量
2019,日本,3.0,大模型数量
2020,日本,4.0,大模型数量
2021,日本,5.0,大模型数量
2022,日本,7.0,大模型数量
2023,日本,10.0,大模型数量
2024,日本,12.0,大模型数量
2025,日本,15.0,大模型数量
2026,日本,21.841171352583714,大模型数量
2027,日本,28.68169520045788,大模型数量
2028,日本,37.66463008288491,大模型数量
2029,日本,49.46096628409575,大模型数量
2030,日本,64.95184422023874,大模型数量
2031,日本,85.29437220005752,大模型数量
2032,日本,112.0080579133894,大模型数量
2033,日本,147.08830974337985,大模型数量
2034,日本,193.1554860088171,大模型数量
2035,日本,253.65062553505572,大模型数量
2016,法国,1.0,大模型数量
2017,法国,1.0,大模型数量
2018,法国,2.0,大模型数量
2019,法国,3.0,大模型数量
2020,法国,4.0,大模型数量
2021,法国,5.0,大模型数量
2022,法国,7.0,大模型数量
2023,法国,10.0,大模型数量
2024,法国,18.0,大模型数量
2025,法国,20.0,大模型数量
2026,法国,30.750393234939224,大模型数量
2027,法国,43.168584072692056,大模型数量
2028,法国,60.60171772774942,大模型数量
2029,法国,85.07502088485339,大模型数量
2030,法国,119.43158461404596,大模型数量
2031,法国,167.66264944827702,大模型数量
2032,法国,235.3712722715544,大模型数量
2033,法国,330.42323971995177,大模型数量
2034,法国,463.8608454351436,大模型数量
2035,法国,651.1856856986506,大模型数量
2016,美国,5.0,大模型数量
2017,美国,10.0,大模型数量
2018,美国,15.0,大模型数量
2019,美国,20.0,大模型数量
2020,美国,30.0,大模型数量
2021,美国,50.0,大模型数量
2022,美国,80.0,大模型数量
2023,美国,120.0,大模型数量
2024,美国,154.0,大模型数量
2025,美国,200.0,大模型数量
2026,美国,184.66666666666424,大模型数量
2027,美国,205.80606060606078,大模型数量
2028,美国,226.94545454545732,大模型数量
2029,美国,248.08484848486114,大模型数量
2030,美国,269.2242424242577,大模型数量
2031,美国,290.3636363636542,大模型数量
2032,美国,311.50303030305076,大模型数量
2033,美国,332.6424242424473,大模型数量
2034,美国,353.7818181818511,大模型数量
2035,美国,374.92121212124766,大模型数量
2016,英国,1.0,大模型数量
2017,英国,2.0,大模型数量
2018,英国,3.0,大模型数量
2019,英国,4.0,大模型数量
2020,英国,5.0,大模型数量
2021,英国,7.0,大模型数量
2022,英国,10.0,大模型数量
2023,英国,12.0,大模型数量
2024,英国,15.0,大模型数量
2025,英国,20.0,大模型数量
2026,英国,26.565507532468303,大模型数量
2027,英国,34.57200984842321,大模型数量
2028,英国,44.99156899218548,大模型数量
2029,英国,58.55144925775579,大模型数量
2030,英国,76.19810304412826,大模型数量
2031,英国,99.16323133119533,大模型数量
2032,英国,129.0497539334993,大模型数量
2033,英国,167.94369008281376,大模型数量
2034,英国,218.55975837944504,大模型数量
2035,英国,284.43085869630704,大模型数量
2016,阿联酋,0.0,大模型数量
2017,阿联酋,0.0,大模型数量
2018,阿联酋,1.0,大模型数量
2019,阿联酋,1.0,大模型数量
2020,阿联酋,2.0,大模型数量
2021,阿联酋,3.0,大模型数量
2022,阿联酋,4.0,大模型数量
2023,阿联酋,5.0,大模型数量
2024,阿联酋,7.0,大模型数量
2025,阿联酋,10.0,大模型数量
2026,阿联酋,8.933333333333849,大模型数量
2027,阿联酋,9.957575757576706,大模型数量
2028,阿联酋,10.981818181819108,大模型数量
2029,阿联酋,12.00606060606151,大模型数量
2030,阿联酋,13.030303030304367,大模型数量
2031,阿联酋,14.05454545454677,大模型数量
2032,阿联酋,15.078787878789626,大模型数量
2033,阿联酋,16.10303030303203,大模型数量
2034,阿联酋,17.127272727274885,大模型数量
2035,阿联酋,18.151515151517287,大模型数量
2016,韩国,0.0,大模型数量
2017,韩国,1.0,大模型数量
2018,韩国,1.0,大模型数量
2019,韩国,2.0,大模型数量
2020,韩国,3.0,大模型数量
2021,韩国,5.0,大模型数量
2022,韩国,7.0,大模型数量
2023,韩国,10.0,大模型数量
2024,韩国,13.0,大模型数量
2025,韩国,15.0,大模型数量
2026,韩国,15.066666666666606,大模型数量
2027,韩国,16.76969696969718,大模型数量
2028,韩国,18.472727272727752,大模型数量
2029,韩国,20.175757575758325,大模型数量
2030,韩国,21.8787878787889,大模型数量
2031,韩国,23.58181818181947,大模型数量
2032,韩国,25.284848484850045,大模型数量
2033,韩国,26.987878787880618,大模型数量
2034,韩国,28.69090909091119,大模型数量
2035,韩国,30.393939393941764,大模型数量
2016,中国,10.0,政府AI投资
2017,中国,15.0,政府AI投资
2018,中国,20.0,政府AI投资
2019,中国,25.0,政府AI投资
2020,中国,30.0,政府AI投资
2021,中国,40.0,政府AI投资
2022,中国,50.0,政府AI投资
2023,中国,60.0,政府AI投资
2024,中国,70.0,政府AI投资
2025,中国,80.0,政府AI投资
2026,中国,102.94503085395615,政府AI投资
2027,中国,124.93624960967867,政府AI投资
2028,中国,151.62525414826337,政府AI投资
2029,中国,184.01559008975164,政府AI投资
2030,中国,223.32518145670247,政府AI投资
2031,中国,271.0321263994165,政府AI投资
2032,中国,328.93027584903825,政府AI投资
2033,中国,399.1966849371888,政府AI投资
2034,中国,484.47347345422895,政府AI投资
2035,中国,587.9671734191302,政府AI投资
2016,加拿大,0.5,政府AI投资
2017,加拿大,0.7,政府AI投资
2018,加拿大,1.0,政府AI投资
2019,加拿大,1.2,政府AI投资
2020,加拿大,1.5,政府AI投资
2021,加拿大,2.0,政府AI投资
2022,加拿大,2.4,政府AI投资
2023,加拿大,2.4,政府AI投资
2024,加拿大,2.4,政府AI投资
2025,加拿大,2.4,政府AI投资
2026,加拿大,2.986666666666679,政府AI投资
2027,加拿大,3.229696969697045,政府AI投资
2028,加拿大,3.4727272727273544,政府AI投资
2029,加拿大,3.7157575757577206,政府AI投资
2030,加拿大,3.95878787878803,政府AI投资
2031,加拿大,4.201818181818396,政府AI投资
2032,加拿大,4.4448484848487055,政府AI投资
2033,加拿大,4.687878787879072,政府AI投资
2034,加拿大,4.930909090909381,政府AI投资
2035,加拿大,5.173939393939747,政府AI投资
2016,印度,0.2,政府AI投资
2017,印度,0.3,政府AI投资
2018,印度,0.5,政府AI投资
2019,印度,0.7,政府AI投资
2020,印度,1.0,政府AI投资
2021,印度,1.5,政府AI投资
2022,印度,2.0,政府AI投资
2023,印度,2.5,政府AI投资
2024,印度,3.0,政府AI投资
2025,印度,1.25,政府AI投资
2026,印度,2.7200000000000273,政府AI投资
2027,印度,2.979090909090928,政府AI投资
2028,印度,3.2381818181819426,政府AI投资
2029,印度,3.4972727272728434,政府AI投资
2030,印度,3.7563636363637443,政府AI投资
2031,印度,4.015454545454759,政府AI投资
2032,印度,4.27454545454566,政府AI投资
2033,印度,4.533636363636674,政府AI投资
2034,印度,4.792727272727575,政府AI投资
2035,印度,5.051818181818589,政府AI投资
2016,德国,0.8,政府AI投资
2017,德国,1.0,政府AI投资
2018,德国,1.2,政府AI投资
2019,德国,1.5,政府AI投资
2020,德国,2.0,政府AI投资
2021,德国,2.5,政府AI投资
2022,德国,3.0,政府AI投资
2023,德国,3.5,政府AI投资
2024,德国,4.0,政府AI投资
2025,德国,4.5,政府AI投资
2026,德国,5.707988802030567,政府AI投资
2027,德国,6.802262543376571,政府AI投资
2028,德国,8.106318585026571,政府AI投资
2029,德国,9.660374115658335,政府AI投资
2030,德国,11.512356327428478,政府AI投资
2031,德国,13.719380494266716,政府AI投资
2032,德国,16.349511411319327,政府AI投资
2033,德国,19.48386251846921,政府AI投资
2034,德国,23.21909744506405,政府AI投资
2035,德国,27.670411123684005,政府AI投资
2016,日本,0.6,政府AI投资
2017,日本,0.8,政府AI投资
2018,日本,1.0,政府AI投资
2019,日本,1.2,政府AI投资
2020,日本,1.5,政府AI投资
2021,日本,2.0,政府AI投资
2022,日本,2.5,政府AI投资
2023,日本,3.0,政府AI投资
2024,日本,3.5,政府AI投资
2025,日本,4.0,政府AI投资
2026,日本,5.133729351722497,政府AI投资
2027,日本,6.230445857954329,政府AI投资
2028,日本,7.561453463820737,政府AI投资
2029,日本,9.176803681317821,政府AI投资
2030,日本,11.137240506522389,政府AI投资
2031,日本,13.516484650602294,政府AI投资
2032,日本,16.40400575016531,政府AI投资
2033,日本,19.908386803773425,政府AI投资
2034,日本,24.16140735165648,政府AI投资
2035,日本,29.32299894344203,政府AI投资
2016,法国,0.4,政府AI投资
2017,法国,0.5,政府AI投资
2018,法国,0.7,政府AI投资
2019,法国,1.0,政府AI投资
2020,法国,1.5,政府AI投资
2021,法国,2.0,政府AI投资
2022,法国,3.0,政府AI投资
2023,法国,5.0,政府AI投资
2024,法国,10.0,政府AI投资
2025,法国,10.9,政府AI投资
2026,法国,9.799999999999727,政府AI投资
2027,法国,10.945454545454595,政府AI投资
2028,法国,12.090909090909463,政府AI投资
2029,法国,13.23636363636433,政府AI投资
2030,法国,14.381818181818744,政府AI投资
2031,法国,15.527272727273612,政府AI投资
2032,法国,16.67272727272848,政府AI投资
2033,法国,17.818181818183348,政府AI投资
2034,法国,18.96363636363776,政府AI投资
2035,法国,20.10909090909263,政府AI投资
2016,美国,5.0,政府AI投资
2017,美国,6.0,政府AI投资
2018,美国,8.0,政府AI投资
2019,美国,10.0,政府AI投资
2020,美国,15.0,政府AI投资
2021,美国,20.0,政府AI投资
2022,美国,25.0,政府AI投资
2023,美国,30.0,政府AI投资
2024,美国,35.0,政府AI投资
2025,美国,40.0,政府AI投资
2026,美国,54.36326816816006,政府AI投资
2027,美国,67.0145010515281,政府AI投资
2028,美国,82.6098853603425,政府AI投资
2029,美国,101.83457389321734,政府AI投资
2030,美国,125.5331658527088,政府AI投资
2031,美国,154.74681266431185,政府AI投资
2032,美国,190.75895893409324,政府AI投资
2033,美国,235.15172808474404,政府AI投资
2034,美国,289.87542986301423,政府AI投资
2035,美国,357.3342433953337,政府AI投资
2016,英国,1.0,政府AI投资
2017,英国,1.2,政府AI投资
2018,英国,1.5,政府AI投资
2019,英国,2.0,政府AI投资
2020,英国,2.5,政府AI投资
2021,英国,3.0,政府AI投资
2022,英国,3.5,政府AI投资
2023,英国,4.0,政府AI投资
2024,英国,4.5,政府AI投资
2025,英国,5.0,政府AI投资
2026,英国,6.214915609542615,政府AI投资
2027,英国,7.273260386484381,政府AI投资
2028,英国,8.511831853095146,政府AI投资
2029,英国,9.96132100948818,政府AI投资
2030,英国,11.657645259755505,政府AI投资
2031,英国,13.642838422018016,政府AI投资
2032,英国,15.966092299260225,政府AI投资
2033,英国,18.684975620402497,政府AI投资
2034,英国,21.866860556180953,政府AI投资
2035,英国,25.590592157976744,政府AI投资
2016,阿联酋,0.1,政府AI投资
2017,阿联酋,0.2,政府AI投资
2018,阿联酋,0.5,政府AI投资
2019,阿联酋,1.0,政府AI投资
2020,阿联酋,2.0,政府AI投资
2021,阿联酋,5.0,政府AI投资
2022,阿联酋,10.0,政府AI投资
2023,阿联酋,15.0,政府AI投资
2024,阿联酋,20.0,政府AI投资
2025,阿联酋,25.0,政府AI投资
2026,阿联酋,23.386666666669043,政府AI投资
2027,阿联酋,26.206060606063147,政府AI投资
2028,阿联酋,29.02545454545816,政府AI投资
2029,阿联酋,31.844848484852264,政府AI投资
2030,阿联酋,34.66424242424728,政府AI投资
2031,阿联酋,37.48363636364138,政府AI投资
2032,阿联酋,40.303030303035484,政府AI投资
2033,阿联酋,43.1224242424305,政府AI投资
2034,阿联酋,45.9418181818246,政府AI投资
2035,阿联酋,48.761212121219614,政府AI投资
2016,韩国,0.5,政府AI投资
2017,韩国,0.7,政府AI投资
2018,韩国,1.0,政府AI投资
2019,韩国,1.2,政府AI投资
2020,韩国,1.5,政府AI投资
2021,韩国,2.0,政府AI投资
2022,韩国,2.5,政府AI投资
2023,韩国,3.0,政府AI投资
2024,韩国,3.5,政府AI投资
2025,韩国,4.0,政府AI投资
2026,韩国,5.192795185192299,政府AI投资
2027,韩国,6.318305325873162,政府AI投资
2028,韩国,7.687763673944886,政府AI投资
2029,韩国,9.354044677835944,政府AI投资
2030,韩国,11.381483035371765,政府AI投资
2031,韩国,13.848357640560685,政府AI投资
2032,韩国,16.849913912349052,政府AI投资
2033,韩国,20.502041196711843,政府AI投资
2034,韩国,24.945747225664633,政府AI投资
2035,韩国,30.352602390954075,政府AI投资
2016,中国,20.0,数据中心数量
2017,中国,28.0,数据中心数量
2018,中国,40.0,数据中心数量
2019,中国,65.0,数据中心数量
2020,中国,95.0,数据中心数量
2021,中国,135.0,数据中心数量
2022,中国,175.0,数据中心数量
2023,中国,215.0,数据中心数量
2024,中国,244.0,数据中心数量
2025,中国,252.0,数据中心数量
2026,中国,288.3999999999942,数据中心数量
2027,中国,317.76363636363385,数据中心数量
2028,中国,347.1272727272735,数据中心数量
2029,中国,376.49090909092047,数据中心数量
2030,中国,405.85454545456014,数据中心数量
2031,中国,435.2181818181998,数据中心数量
2032,中国,464.5818181818395,数据中心数量
2033,中国,493.9454545454864,数据中心数量
2034,中国,523.3090909091261,数据中心数量
2035,中国,552.6727272727658,数据中心数量
2016,加拿大,40.0,数据中心数量
2017,加拿大,48.0,数据中心数量
2018,加拿大,60.0,数据中心数量
2019,加拿大,85.0,数据中心数量
2020,加拿大,120.0,数据中心数量
2021,加拿大,165.0,数据中心数量
2022,加拿大,200.0,数据中心数量
2023,加拿大,225.0,数据中心数量
2024,加拿大,237.0,数据中心数量
2025,加拿大,245.0,数据中心数量
2026,加拿大,288.59999999999854,数据中心数量
2027,加拿大,315.1636363636426,数据中心数量
2028,加拿大,341.72727272727934,数据中心数量
2029,加拿大,368.2909090909234,数据中心数量
2030,加拿大,394.85454545456014,数据中心数量
2031,加拿大,421.4181818182042,数据中心数量
2032,加拿大,447.98181818184094,数据中心数量
2033,加拿大,474.545454545485,数据中心数量
2034,加拿大,501.10909090912173,数据中心数量
2035,加拿大,527.6727272727658,数据中心数量
2016,印度,4.0,数据中心数量
2017,印度,6.0,数据中心数量
2018,印度,9.0,数据中心数量
2019,印度,15.0,数据中心数量
2020,印度,22.0,数据中心数量
2021,印度,30.0,数据中心数量
2022,印度,38.0,数据中心数量
2023,印度,45.0,数据中心数量
2024,印度,50.0,数据中心数量
2025,印度,55.0,数据中心数量
2026,印度,61.53333333333285,数据中心数量
2027,印度,67.73939393939509,数据中心数量
2028,印度,73.94545454545732,数据中心数量
2029,印度,80.15151515151774,数据中心数量
2030,印度,86.35757575757998,数据中心数量
2031,印度,92.56363636364222,数据中心数量
2032,印度,98.76969696970264,数据中心数量
2033,印度,104.97575757576487,数据中心数量
2034,印度,111.18181818182711,数据中心数量
2035,印度,117.38787878788753,数据中心数量
2016,德国,45.0,数据中心数量
2017,德国,50.0,数据中心数量
2018,德国,58.0,数据中心数量
2019,德国,68.0,数据中心数量
2020,德国,80.0,数据中心数量
2021,德国,90.0,数据中心数量
2022,德国,95.0,数据中心数量
2023,德国,100.0,数据中心数量
2024,德国,102.0,数据中心数量
2025,德国,102.0,数据中心数量
2026,德国,121.05941808809985,数据中心数量
2027,德国,131.07948875472232,数据中心数量
2028,德国,141.92891923282923,数据中心数量
2029,德国,153.67635551503008,数据中心数量
2030,德国,166.39612541289125,数据中心数量
2031,德国,180.1687088402773,数据中心数量
2032,德国,195.0812470219821,数据中心数量
2033,德国,211.2280938494673,数据中心数量
2034,德国,228.711412872256,数据中心数量
2035,德国,247.6418237022117,数据中心数量
2016,日本,18.0,数据中心数量
2017,日本,25.0,数据中心数量
2018,日本,35.0,数据中心数量
2019,日本,60.0,数据中心数量
2020,日本,95.0,数据中心数量
2021,日本,135.0,数据中心数量
2022,日本,175.0,数据中心数量
2023,日本,205.0,数据中心数量
2024,日本,219.0,数据中心数量
2025,日本,219.0,数据中心数量
2026,日本,265.3333333333285,数据中心数量
2027,日本,292.01212121211574,数据中心数量
2028,日本,318.6909090909103,数据中心数量
2029,日本,345.3696969697048,数据中心数量
2030,日本,372.0484848484921,数据中心数量
2031,日本,398.7272727272866,数据中心数量
2032,日本,425.40606060608116,数据中心数量
2033,日本,452.0848484848757,数据中心数量
2034,日本,478.76363636366295,数据中心数量
2035,日本,505.4424242424575,数据中心数量
2016,法国,30.0,数据中心数量
2017,法国,38.0,数据中心数量
2018,法国,50.0,数据中心数量
2019,法国,75.0,数据中心数量
2020,法国,110.0,数据中心数量
2021,法国,160.0,数据中心数量
2022,法国,210.0,数据中心数量
2023,法国,260.0,数据中心数量
2024,法国,290.0,数据中心数量
2025,法国,308.0,数据中心数量
2026,法国,345.4666666666744,数据中心数量
2027,法国,380.44242424244294,数据中心数量
2028,法国,415.41818181821145,数据中心数量
2029,法国,450.3939393939654,数据中心数量
2030,法国,485.3696969697339,数据中心数量
2031,法国,520.3454545455024,数据中心数量
2032,法国,555.3212121212564,数据中心数量
2033,法国,590.2969696970249,数据中心数量
2034,法国,625.2727272727934,数据中心数量
2035,法国,660.2484848485474,数据中心数量
2016,美国,55.0,数据中心数量
2017,美国,68.0,数据中心数量
2018,美国,85.0,数据中心数量
2019,美国,110.0,数据中心数量
2020,美国,145.0,数据中心数量
2021,美国,185.0,数据中心数量
2022,美国,220.0,数据中心数量
2023,美国,250.0,数据中心数量
2024,美国,279.0,数据中心数量
2025,美国,298.0,数据中心数量
2026,美国,331.46666666666715,数据中心数量
2027,美国,360.9151515151534,数据中心数量
2028,美国,390.36363636364695,数据中心数量
2029,美国,419.8121212121332,数据中心数量
2030,美国,449.26060606062674,数据中心数量
2031,美国,478.709090909113,数据中心数量
2032,美国,508.15757575760654,数据中心数量
2033,美国,537.6060606060928,数据中心数量
2034,美国,567.0545454545863,数据中心数量
2035,美国,596.5030303030726,数据中心数量
2016,英国,29.0,数据中心数量
2017,英国,35.0,数据中心数量
2018,英国,45.0,数据中心数量
2019,英国,65.0,数据中心数量
2020,英国,90.0,数据中心数量
2021,英国,115.0,数据中心数量
