year,country,value,indicator
2018,韩国,604.0,电能生产
2019,韩国,585.0,电能生产
2020,韩国,563.0,电能生产
2021,韩国,576.0,电能生产
2022,韩国,594.0,电能生产
2023,韩国,601.0,电能生产
2024,韩国,607.0,电能生产
2025,韩国,615.0,电能生产
2016,中国,80.0,顶尖AI学者数量
2017,中国,100.0,顶尖AI学者数量
2018,中国,125.0,顶尖AI学者数量
2019,中国,150.0,顶尖AI学者数量
2020,中国,171.0,顶尖AI学者数量
2021,中国,222.0,顶尖AI学者数量
2022,中国,232.0,顶尖AI学者数量
2023,中国,276.0,顶尖AI学者数量
2024,中国,300.0,顶尖AI学者数量
2025,中国,330.0,顶尖AI学者数量
2016,加拿大,15.0,顶尖AI学者数量
2017,加拿大,20.0,顶尖AI学者数量
2018,加拿大,28.0,顶尖AI学者数量
2019,加拿大,35.0,顶尖AI学者数量
2020,加拿大,40.0,顶尖AI学者数量
2021,加拿大,46.0,顶尖AI学者数量
2022,加拿大,45.0,顶尖AI学者数量
2023,加拿大,41.0,顶尖AI学者数量
2024,加拿大,40.0,顶尖AI学者数量
2025,加拿大,39.0,顶尖AI学者数量
2016,印度,2.0,顶尖AI学者数量
2017,印度,3.0,顶尖AI学者数量
2018,印度,4.0,顶尖AI学者数量
2019,印度,4.0,顶尖AI学者数量
2020,印度,5.0,顶尖AI学者数量
2021,印度,5.0,顶尖AI学者数量
2022,印度,10.0,顶尖AI学者数量
2023,印度,10.0,顶尖AI学者数量
2024,印度,10.0,顶尖AI学者数量
2025,印度,12.0,顶尖AI学者数量
2016,德国,20.0,顶尖AI学者数量
2017,德国,25.0,顶尖AI学者数量
2018,德国,30.0,顶尖AI学者数量
2019,德国,38.0,顶尖AI学者数量
2020,德国,44.0,顶尖AI学者数量
2021,德国,45.0,顶尖AI学者数量
2022,德国,48.0,顶尖AI学者数量
2023,德国,46.0,顶尖AI学者数量
2024,德国,45.0,顶尖AI学者数量
2025,德国,44.0,顶尖AI学者数量
2016,日本,10.0,顶尖AI学者数量
2017,日本,12.0,顶尖AI学者数量
2018,日本,14.0,顶尖AI学者数量
2019,日本,16.0,顶尖AI学者数量
2020,日本,17.0,顶尖AI学者数量
2021,日本,15.0,顶尖AI学者数量
2022,日本,16.0,顶尖AI学者数量
2023,日本,18.0,顶尖AI学者数量
2024,日本,20.0,顶尖AI学者数量
2025,日本,22.0,顶尖AI学者数量
2016,法国,10.0,顶尖AI学者数量
2017,法国,12.0,顶尖AI学者数量
2018,法国,14.0,顶尖AI学者数量
2019,法国,16.0,顶尖AI学者数量
2020,法国,18.0,顶尖AI学者数量
2021,法国,21.0,顶尖AI学者数量
2022,法国,24.0,顶尖AI学者数量
2023,法国,24.0,顶尖AI学者数量
2024,法国,25.0,顶尖AI学者数量
2025,法国,26.0,顶尖AI学者数量
2016,美国,600.0,顶尖AI学者数量
2017,美国,750.0,顶尖AI学者数量
2018,美国,900.0,顶尖AI学者数量
2019,美国,1050.0,顶尖AI学者数量
2020,美国,1128.0,顶尖AI学者数量
2021,美国,1164.0,顶尖AI学者数量
2022,美国,1146.0,顶尖AI学者数量
2023,美国,1079.0,顶尖AI学者数量
2024,美国,1000.0,顶尖AI学者数量
2025,美国,980.0,顶尖AI学者数量
2016,英国,30.0,顶尖AI学者数量
2017,英国,35.0,顶尖AI学者数量
2018,英国,42.0,顶尖AI学者数量
2019,英国,50.0,顶尖AI学者数量
2020,英国,56.0,顶尖AI学者数量
2021,英国,60.0,顶尖AI学者数量
2022,英国,66.0,顶尖AI学者数量
2023,英国,62.0,顶尖AI学者数量
2024,英国,60.0,顶尖AI学者数量
2025,英国,58.0,顶尖AI学者数量
2016,阿联酋,1.0,顶尖AI学者数量
2017,阿联酋,2.0,顶尖AI学者数量
2018,阿联酋,3.0,顶尖AI学者数量
2019,阿联酋,4.0,顶尖AI学者数量
2020,阿联酋,5.0,顶尖AI学者数量
2021,阿联酋,5.0,顶尖AI学者数量
2022,阿联酋,5.0,顶尖AI学者数量
2023,阿联酋,10.0,顶尖AI学者数量
2024,阿联酋,10.0,顶尖AI学者数量
2025,阿联酋,12.0,顶尖AI学者数量
2016,韩国,5.0,顶尖AI学者数量
2017,韩国,6.0,顶尖AI学者数量
2018,韩国,7.0,顶尖AI学者数量
2019,韩国,8.0,顶尖AI学者数量
2020,韩国,9.0,顶尖AI学者数量
2021,韩国,12.0,顶尖AI学者数量
2022,韩国,14.0,顶尖AI学者数量
2023,韩国,15.0,顶尖AI学者数量
2024,韩国,15.0,顶尖AI学者数量
2025,韩国,16.0,顶尖AI学者数量
